subscription_id,customer_id,plan_type,plan_mrr,subscription_start,subscription_end,churn_date,churn_reason,is_churned,renewal_count,last_renewal_date,discount_pct,contract_type
SUB_00009553,VP_C_00008948,Growth,4165.83,2024-11-06,,,,False,2,2025-01-05,10,Annual
SUB_00009554,VP_C_00008949,Growth,4999.0,2023-03-26,2023-08-04,2023-08-04,,True,4,2023-07-24,0,Monthly
SUB_00009555,VP_C_00008950,Growth,4999.0,2025-01-31,,,,False,15,2026-04-26,0,Monthly
SUB_00009556,VP_C_00008951,Growth,4165.83,2023-04-08,,,,False,3,2023-07-07,0,Annual
SUB_00009557,VP_C_00008952,Growth,4999.0,2025-01-04,,,,False,16,2026-04-29,0,Monthly
SUB_00009558,VP_C_00008953,Growth,4165.83,2024-02-18,2025-03-10,2025-03-10,Integration issues,True,1,2024-03-19,10,Annual
SUB_00009559,VP_C_00008954,Growth,4999.0,2023-10-17,2024-12-03,2024-12-03,Switched to competitor,True,13,2024-11-10,0,Monthly
SUB_00009560,VP_C_00008955,Enterprise,12999.0,2025-06-27,,,,False,10,2026-04-23,0,Monthly
SUB_00009561,VP_C_00008956,Growth,4165.83,2024-09-21,2025-10-18,2025-10-18,,True,1,2024-10-21,20,Annual
SUB_00009562,VP_C_00008957,Starter,1999.0,2023-04-18,,,,False,36,2026-04-02,15,Monthly
SUB_00009563,VP_C_00008958,Starter,1999.0,2023-09-13,2023-11-17,2023-11-17,Integration issues,True,2,2023-11-12,0,Monthly
SUB_00009564,VP_C_00008959,Enterprise,12999.0,2023-08-20,2023-12-13,2023-12-13,Business closed,True,3,2023-11-18,15,Monthly
SUB_00009565,VP_C_00008960,Growth,4165.83,2023-09-14,,,,False,3,2023-12-13,15,Annual
SUB_00009566,VP_C_00008961,Growth,4165.83,2023-07-09,,,,False,3,2023-10-07,20,Annual
SUB_00009567,VP_C_00008962,Growth,4999.0,2025-01-17,,,,False,15,2026-04-12,0,Monthly
SUB_00009568,VP_C_00008963,Growth,4999.0,2024-11-06,2025-02-13,2025-02-13,Product missing features,True,3,2025-02-04,0,Monthly
SUB_00009569,VP_C_00008964,Starter,1999.0,2023-11-05,2024-11-09,2024-11-09,,True,12,2024-10-30,15,Monthly
SUB_00009570,VP_C_00008964,Growth,4999.0,2025-01-09,,,,False,2,2025-02-08,20,Monthly
SUB_00009571,VP_C_00008965,Growth,4999.0,2023-12-03,2024-09-17,2024-09-17,Business closed,True,9,2024-08-29,0,Monthly
SUB_00009572,VP_C_00008966,Enterprise,12999.0,2024-12-28,2025-02-08,2025-02-08,Business closed,True,1,2025-01-27,0,Monthly
SUB_00009573,VP_C_00008967,Enterprise,12999.0,2025-09-24,2025-10-17,2025-10-17,Too expensive,True,0,,25,Monthly
SUB_00009574,VP_C_00008968,Growth,4999.0,2024-04-18,2024-06-22,2024-06-22,Switched to competitor,True,2,2024-06-17,5,Monthly
SUB_00009575,VP_C_00008969,Enterprise,12999.0,2024-11-15,2025-01-03,2025-01-03,,True,1,2024-12-15,10,Monthly
SUB_00009576,VP_C_00008970,Starter,1665.83,2024-08-27,,,,False,2,2024-10-26,0,Annual
SUB_00009577,VP_C_00008971,Enterprise,12999.0,2024-06-16,2025-07-17,2025-07-17,,True,13,2025-07-11,25,Monthly
SUB_00009578,VP_C_00008972,Enterprise,10832.5,2024-06-13,,,,False,2,2024-08-12,0,Annual
SUB_00009579,VP_C_00008973,Starter,1999.0,2024-08-14,2025-01-03,2025-01-03,,True,4,2024-12-12,0,Monthly
SUB_00009580,VP_C_00008974,Growth,4999.0,2025-06-23,,,,False,10,2026-04-19,0,Monthly
SUB_00009581,VP_C_00008975,Growth,4999.0,2023-10-01,2025-04-03,2025-04-03,Settlement delays,True,18,2025-03-24,0,Monthly
SUB_00009582,VP_C_00008975,Growth,4165.83,2025-05-18,,,,False,3,2025-06-17,15,Annual
SUB_00009583,VP_C_00008976,Growth,4165.83,2025-02-17,2025-02-26,2025-02-26,Too expensive,True,0,,0,Annual
SUB_00009584,VP_C_00008977,Growth,4999.0,2025-07-10,2025-12-02,2025-12-02,Settlement delays,True,4,2025-11-07,0,Monthly
SUB_00009585,VP_C_00008978,Growth,4999.0,2023-05-15,2023-10-23,2023-10-23,,True,5,2023-10-12,0,Monthly
SUB_00009586,VP_C_00008979,Growth,4999.0,2023-12-02,2024-09-04,2024-09-04,Settlement delays,True,9,2024-08-28,0,Monthly
SUB_00009587,VP_C_00008980,Starter,1665.83,2024-03-08,,,,False,3,2024-06-06,0,Annual
SUB_00009588,VP_C_00008981,Growth,4999.0,2024-01-19,2025-07-17,2025-07-17,,True,18,2025-07-12,0,Monthly
SUB_00009589,VP_C_00008982,Growth,4999.0,2024-11-08,2025-03-28,2025-03-28,,True,4,2025-03-08,15,Monthly
SUB_00009590,VP_C_00008983,Growth,4165.83,2023-05-29,2023-06-18,2023-06-18,,True,0,,15,Annual
SUB_00009591,VP_C_00008984,Growth,4165.83,2024-08-16,,,,False,2,2024-10-15,0,Annual
SUB_00009592,VP_C_00008985,Growth,4999.0,2025-01-24,,,,False,15,2026-04-19,0,Monthly
SUB_00009593,VP_C_00008986,Enterprise,10832.5,2025-08-15,,,,False,1,2025-09-14,15,Annual
SUB_00009594,VP_C_00008987,Enterprise,10832.5,2025-05-21,,,,False,1,2025-06-20,25,Annual
SUB_00009595,VP_C_00008988,Growth,4165.83,2023-02-05,,,,False,4,2023-06-05,0,Annual
SUB_00009596,VP_C_00008989,Starter,1999.0,2025-02-04,2025-03-23,2025-03-23,Settlement delays,True,1,2025-03-06,15,Monthly
SUB_00009597,VP_C_00008990,Growth,4165.83,2025-07-16,,,,False,1,2025-08-15,15,Annual
SUB_00009598,VP_C_00008991,Growth,4999.0,2025-03-29,2025-10-31,2025-10-31,Poor customer support,True,7,2025-10-25,0,Monthly
SUB_00009599,VP_C_00008992,Starter,1665.83,2024-01-30,2025-02-22,2025-02-22,Switched to competitor,True,1,2024-02-29,0,Annual
SUB_00009600,VP_C_00008993,Starter,1999.0,2024-10-09,2025-06-28,2025-06-28,Integration issues,True,8,2025-06-06,0,Monthly
SUB_00009601,VP_C_00008993,Growth,4999.0,2025-09-24,,,,False,3,2025-10-24,15,Monthly
SUB_00009602,VP_C_00008994,Enterprise,10832.5,2023-02-19,,,,False,4,2023-06-19,0,Annual
SUB_00009603,VP_C_00008995,Growth,4165.83,2025-03-24,,,,False,2,2025-05-23,10,Annual
SUB_00009604,VP_C_00008996,Starter,1665.83,2023-07-22,,,,False,3,2023-10-20,0,Annual
SUB_00009605,VP_C_00008997,Starter,1999.0,2025-09-30,,,,False,7,2026-04-28,0,Monthly
SUB_00009606,VP_C_00008998,Enterprise,10832.5,2023-07-06,,,,False,3,2023-10-04,5,Annual
SUB_00009607,VP_C_00008999,Growth,4999.0,2023-01-15,2023-02-05,2023-02-05,Settlement delays,True,0,,0,Monthly
SUB_00009608,VP_C_00008999,Starter,1665.83,2023-03-10,,,,False,6,2023-04-09,10,Annual
SUB_00009609,VP_C_00009000,Enterprise,10832.5,2023-05-27,,,,False,3,2023-08-25,5,Annual
SUB_00009610,VP_C_00009001,Starter,1999.0,2024-10-11,2024-12-17,2024-12-17,Product missing features,True,2,2024-12-10,0,Monthly
SUB_00009611,VP_C_00009001,Growth,4999.0,2025-03-13,,,,False,6,2025-04-12,20,Monthly
SUB_00009612,VP_C_00009002,Starter,1999.0,2023-02-04,2023-08-08,2023-08-08,Product missing features,True,6,2023-08-03,25,Monthly
SUB_00009613,VP_C_00009003,Starter,1665.83,2025-05-05,,,,False,1,2025-06-04,20,Annual
SUB_00009614,VP_C_00009004,Starter,1665.83,2025-03-24,,,,False,2,2025-05-23,5,Annual
SUB_00009615,VP_C_00009005,Growth,4999.0,2023-09-01,2025-06-08,2025-06-08,,True,21,2025-05-23,20,Monthly
SUB_00009616,VP_C_00009006,Growth,4999.0,2023-06-15,2024-05-26,2024-05-26,Poor customer support,True,11,2024-05-10,0,Monthly
SUB_00009617,VP_C_00009007,Growth,4165.83,2024-02-11,,,,False,3,2024-05-11,15,Annual
SUB_00009618,VP_C_00009008,Growth,4165.83,2023-11-27,,,,False,3,2024-02-25,15,Annual
SUB_00009619,VP_C_00009009,Growth,4999.0,2023-01-12,2025-06-15,2025-06-15,Poor customer support,True,29,2025-05-31,0,Monthly
SUB_00009620,VP_C_00009010,Growth,4999.0,2024-08-08,2024-10-19,2024-10-19,Too expensive,True,2,2024-10-07,10,Monthly
SUB_00009621,VP_C_00009011,Starter,1999.0,2024-05-07,2025-01-10,2025-01-10,Product missing features,True,8,2025-01-02,0,Monthly
SUB_00009622,VP_C_00009012,Growth,4999.0,2024-05-10,2025-05-21,2025-05-21,Integration issues,True,12,2025-05-05,25,Monthly
SUB_00009623,VP_C_00009013,Growth,4999.0,2025-05-28,,,,False,11,2026-04-23,0,Monthly
SUB_00009624,VP_C_00009014,Growth,4165.83,2023-12-19,2025-01-07,2025-01-07,,True,1,2024-01-18,0,Annual
SUB_00009625,VP_C_00009015,Enterprise,10832.5,2023-07-12,,,,False,3,2023-10-10,10,Annual
SUB_00009626,VP_C_00009016,Growth,4999.0,2024-10-05,2025-01-20,2025-01-20,Better deal elsewhere,True,3,2025-01-03,0,Monthly
SUB_00009627,VP_C_00009017,Enterprise,10832.5,2025-06-09,,,,False,1,2025-07-09,15,Annual
SUB_00009628,VP_C_00009018,Growth,4165.83,2025-04-16,,,,False,1,2025-05-16,5,Annual
SUB_00009629,VP_C_00009019,Growth,4165.83,2025-09-21,,,,False,1,2025-10-21,0,Annual
SUB_00009630,VP_C_00009020,Starter,1999.0,2024-08-14,,,,False,20,2026-04-06,5,Monthly
SUB_00009631,VP_C_00009021,Growth,4165.83,2024-02-20,,,,False,3,2024-05-20,0,Annual
SUB_00009632,VP_C_00009022,Starter,1999.0,2024-04-07,2025-07-21,2025-07-21,,True,15,2025-07-01,15,Monthly
SUB_00009633,VP_C_00009023,Starter,1665.83,2023-08-08,,,,False,3,2023-11-06,15,Annual
SUB_00009634,VP_C_00009024,Enterprise,10832.5,2024-04-09,,,,False,2,2024-06-08,10,Annual
SUB_00009635,VP_C_00009025,Growth,4165.83,2024-09-28,,,,False,2,2024-11-27,0,Annual
SUB_00009636,VP_C_00009026,Growth,4999.0,2023-09-27,2024-04-17,2024-04-17,Business closed,True,6,2024-03-25,0,Monthly
SUB_00009637,VP_C_00009027,Growth,4999.0,2024-07-12,2024-07-26,2024-07-26,Business closed,True,0,,0,Monthly
SUB_00009638,VP_C_00009028,Growth,4999.0,2024-03-26,2026-02-20,2026-02-20,Integration issues,True,23,2026-02-14,20,Monthly
SUB_00009639,VP_C_00009029,Enterprise,10832.5,2023-05-01,,,,False,3,2023-07-30,0,Annual
SUB_00009640,VP_C_00009030,Growth,4999.0,2025-02-01,,,,False,15,2026-04-27,0,Monthly
SUB_00009641,VP_C_00009031,Growth,4999.0,2023-10-14,2024-11-26,2024-11-26,Better deal elsewhere,True,13,2024-11-07,15,Monthly
SUB_00009642,VP_C_00009032,Growth,4999.0,2024-11-02,2024-12-09,2024-12-09,,True,1,2024-12-02,0,Monthly
SUB_00009643,VP_C_00009033,Growth,4999.0,2025-02-25,,,,False,14,2026-04-21,25,Monthly
SUB_00009644,VP_C_00009034,Growth,4999.0,2024-06-10,2025-08-01,2025-08-01,Settlement delays,True,13,2025-07-05,10,Monthly
SUB_00009645,VP_C_00009035,Starter,1665.83,2025-08-04,2025-08-12,2025-08-12,Poor customer support,True,0,,0,Annual
SUB_00009646,VP_C_00009036,Growth,4999.0,2023-12-12,2024-11-24,2024-11-24,Better deal elsewhere,True,11,2024-11-06,0,Monthly
SUB_00009647,VP_C_00009037,Enterprise,12999.0,2023-12-12,,,,False,28,2026-03-31,5,Monthly
SUB_00009648,VP_C_00009038,Enterprise,12999.0,2025-07-02,2026-02-10,2026-02-10,,True,7,2026-01-28,0,Monthly
SUB_00009649,VP_C_00009039,Growth,4999.0,2023-07-10,2023-10-18,2023-10-18,Settlement delays,True,3,2023-10-08,0,Monthly
SUB_00009650,VP_C_00009040,Enterprise,10832.5,2023-09-19,2025-09-23,2025-09-23,Better deal elsewhere,True,2,2023-11-18,15,Annual
SUB_00009651,VP_C_00009040,Growth,4999.0,2025-12-13,,,,False,5,2026-01-12,0,Monthly
SUB_00009652,VP_C_00009041,Enterprise,12999.0,2023-12-16,2023-12-27,2023-12-27,Too expensive,True,0,,0,Monthly
SUB_00009653,VP_C_00009042,Growth,4999.0,2025-04-06,,,,False,12,2026-04-01,0,Monthly
SUB_00009654,VP_C_00009043,Starter,1999.0,2025-06-11,,,,False,10,2026-04-07,20,Monthly
SUB_00009655,VP_C_00009044,Enterprise,12999.0,2024-05-14,,,,False,23,2026-04-04,5,Monthly
SUB_00009656,VP_C_00009045,Growth,4999.0,2025-03-01,2025-08-14,2025-08-14,Settlement delays,True,5,2025-07-29,10,Monthly
SUB_00009657,VP_C_00009046,Enterprise,12999.0,2024-07-16,2025-10-01,2025-10-01,,True,14,2025-09-09,0,Monthly
SUB_00009658,VP_C_00009047,Enterprise,10832.5,2024-04-12,,,,False,2,2024-06-11,0,Annual
SUB_00009659,VP_C_00009048,Growth,4999.0,2024-11-10,2024-12-22,2024-12-22,Switched to competitor,True,1,2024-12-10,25,Monthly
SUB_00009660,VP_C_00009049,Growth,4999.0,2023-04-09,2024-09-11,2024-09-11,Too expensive,True,17,2024-08-31,0,Monthly
SUB_00009661,VP_C_00009050,Growth,4165.83,2024-11-15,,,,False,2,2025-01-14,15,Annual
SUB_00009662,VP_C_00009051,Growth,4999.0,2025-05-26,,,,False,11,2026-04-21,15,Monthly
SUB_00009663,VP_C_00009052,Enterprise,12999.0,2023-12-17,2025-04-28,2025-04-28,Product missing features,True,16,2025-04-10,25,Monthly
SUB_00009664,VP_C_00009052,Growth,4165.83,2025-07-17,,,,False,3,2025-08-16,10,Annual
SUB_00009665,VP_C_00009053,Enterprise,12999.0,2025-02-20,2026-02-07,2026-02-07,Integration issues,True,11,2026-01-16,25,Monthly
SUB_00009666,VP_C_00009054,Growth,4165.83,2024-06-15,,,,False,2,2024-08-14,10,Annual
SUB_00009667,VP_C_00009055,Growth,4165.83,2023-09-27,2025-10-01,2025-10-01,Settlement delays,True,2,2023-11-26,20,Annual
SUB_00009668,VP_C_00009056,Enterprise,12999.0,2023-03-06,2025-06-13,2025-06-13,Business closed,True,27,2025-05-24,20,Monthly
SUB_00009669,VP_C_00009057,Starter,1665.83,2025-03-11,,,,False,2,2025-05-10,25,Annual
SUB_00009670,VP_C_00009058,Enterprise,10832.5,2024-01-10,,,,False,3,2024-04-09,0,Annual
SUB_00009671,VP_C_00009059,Growth,4999.0,2024-03-12,2025-09-24,2025-09-24,Business closed,True,18,2025-09-03,15,Monthly
SUB_00009672,VP_C_00009060,Enterprise,12999.0,2024-10-19,2024-12-14,2024-12-14,Better deal elsewhere,True,1,2024-11-18,15,Monthly
SUB_00009673,VP_C_00009061,Starter,1999.0,2023-01-27,2024-05-10,2024-05-10,Product missing features,True,15,2024-04-21,10,Monthly
SUB_00009674,VP_C_00009061,Growth,4165.83,2024-07-10,,,,False,4,2024-08-09,0,Annual
SUB_00009675,VP_C_00009062,Growth,4999.0,2025-09-14,2026-03-03,2026-03-03,Business closed,True,5,2026-02-11,10,Monthly
SUB_00009676,VP_C_00009063,Growth,4999.0,2024-07-10,2025-09-16,2025-09-16,Better deal elsewhere,True,14,2025-09-03,15,Monthly
SUB_00009677,VP_C_00009064,Growth,4165.83,2023-05-10,,,,False,3,2023-08-08,0,Annual
SUB_00009678,VP_C_00009065,Growth,4165.83,2023-04-07,,,,False,3,2023-07-06,0,Annual
SUB_00009679,VP_C_00009066,Growth,4999.0,2023-08-21,2023-10-31,2023-10-31,Poor customer support,True,2,2023-10-20,15,Monthly
SUB_00009680,VP_C_00009067,Growth,4999.0,2025-09-25,,,,False,7,2026-04-23,20,Monthly
SUB_00009681,VP_C_00009068,Enterprise,12999.0,2024-04-13,2024-09-02,2024-09-02,,True,4,2024-08-11,0,Monthly
SUB_00009682,VP_C_00009069,Growth,4999.0,2025-04-29,,,,False,12,2026-04-24,0,Monthly
SUB_00009683,VP_C_00009070,Growth,4999.0,2023-04-24,2025-01-30,2025-01-30,Too expensive,True,21,2025-01-13,0,Monthly
SUB_00009684,VP_C_00009071,Growth,4999.0,2023-05-04,2023-09-17,2023-09-17,Product missing features,True,4,2023-09-01,20,Monthly
SUB_00009685,VP_C_00009072,Enterprise,12999.0,2024-07-17,2024-09-30,2024-09-30,Switched to competitor,True,2,2024-09-15,0,Monthly
SUB_00009686,VP_C_00009073,Growth,4999.0,2024-12-30,2025-04-17,2025-04-17,,True,3,2025-03-30,0,Monthly
SUB_00009687,VP_C_00009074,Starter,1999.0,2023-10-30,,,,False,30,2026-04-17,15,Monthly
SUB_00009688,VP_C_00009075,Growth,4999.0,2023-05-10,2025-07-20,2025-07-20,Integration issues,True,26,2025-06-28,0,Monthly
SUB_00009689,VP_C_00009075,Growth,4165.83,2025-08-19,,,,False,6,2025-09-18,10,Annual
SUB_00009690,VP_C_00009076,Starter,1665.83,2025-06-13,,,,False,1,2025-07-13,20,Annual
SUB_00009691,VP_C_00009077,Enterprise,10832.5,2023-12-22,,,,False,3,2024-03-21,0,Annual
SUB_00009692,VP_C_00009078,Enterprise,10832.5,2023-11-11,,,,False,3,2024-02-09,0,Annual
SUB_00009693,VP_C_00009079,Growth,4165.83,2024-04-08,,,,False,2,2024-06-07,25,Annual
SUB_00009694,VP_C_00009080,Growth,4165.83,2024-03-22,,,,False,3,2024-06-20,0,Annual
SUB_00009695,VP_C_00009081,Growth,4999.0,2024-07-20,2025-04-30,2025-04-30,Integration issues,True,9,2025-04-16,0,Monthly
SUB_00009696,VP_C_00009082,Growth,4999.0,2025-08-20,,,,False,8,2026-04-17,0,Monthly
SUB_00009697,VP_C_00009083,Starter,1665.83,2023-03-26,,,,False,4,2023-07-24,15,Annual
SUB_00009698,VP_C_00009084,Growth,4165.83,2025-09-16,,,,False,1,2025-10-16,25,Annual
SUB_00009699,VP_C_00009085,Growth,4999.0,2025-06-06,2025-12-11,2025-12-11,Business closed,True,6,2025-12-03,15,Monthly
SUB_00009700,VP_C_00009086,Enterprise,10832.5,2025-09-22,,,,False,1,2025-10-22,0,Annual
SUB_00009701,VP_C_00009087,Growth,4165.83,2024-05-31,,,,False,2,2024-07-30,20,Annual
SUB_00009702,VP_C_00009088,Starter,1999.0,2023-07-06,2024-06-07,2024-06-07,Product missing features,True,11,2024-05-31,0,Monthly
SUB_00009703,VP_C_00009089,Growth,4999.0,2024-02-12,,,,False,26,2026-04-02,0,Monthly
SUB_00009704,VP_C_00009090,Enterprise,10832.5,2025-04-19,,,,False,1,2025-05-19,0,Annual
SUB_00009705,VP_C_00009091,Enterprise,10832.5,2025-08-21,,,,False,1,2025-09-20,20,Annual
SUB_00009706,VP_C_00009092,Starter,1999.0,2025-06-25,2026-03-16,2026-03-16,Integration issues,True,8,2026-02-20,0,Monthly
SUB_00009707,VP_C_00009093,Enterprise,12999.0,2024-06-07,2024-07-23,2024-07-23,Too expensive,True,1,2024-07-07,0,Monthly
SUB_00009708,VP_C_00009094,Growth,4999.0,2023-07-19,2023-09-12,2023-09-12,Poor customer support,True,1,2023-08-18,5,Monthly
SUB_00009709,VP_C_00009094,Enterprise,12999.0,2023-11-30,,,,False,1,2023-12-30,10,Monthly
SUB_00009710,VP_C_00009095,Growth,4999.0,2023-05-26,2023-06-20,2023-06-20,Product missing features,True,0,,5,Monthly
SUB_00009711,VP_C_00009096,Starter,1665.83,2025-05-10,,,,False,1,2025-06-09,0,Annual
SUB_00009712,VP_C_00009097,Starter,1999.0,2024-11-27,2025-05-08,2025-05-08,Product missing features,True,5,2025-04-26,0,Monthly
SUB_00009713,VP_C_00009098,Enterprise,12999.0,2023-08-16,2023-10-28,2023-10-28,Better deal elsewhere,True,2,2023-10-15,20,Monthly
SUB_00009714,VP_C_00009099,Starter,1999.0,2025-03-05,,,,False,14,2026-04-29,10,Monthly
SUB_00009715,VP_C_00009100,Growth,4999.0,2023-01-18,,,,False,39,2026-04-02,5,Monthly
SUB_00009716,VP_C_00009101,Growth,4165.83,2023-07-23,,,,False,3,2023-10-21,0,Annual
SUB_00009717,VP_C_00009102,Growth,4999.0,2025-01-21,2025-04-17,2025-04-17,,True,2,2025-03-22,0,Monthly
SUB_00009718,VP_C_00009103,Enterprise,12999.0,2025-02-01,2025-02-21,2025-02-21,Business closed,True,0,,5,Monthly
SUB_00009719,VP_C_00009104,Starter,1999.0,2023-12-29,2025-10-04,2025-10-04,Settlement delays,True,21,2025-09-19,5,Monthly
SUB_00009720,VP_C_00009105,Starter,1999.0,2024-06-22,2025-02-26,2025-02-26,Better deal elsewhere,True,8,2025-02-17,20,Monthly
SUB_00009721,VP_C_00009106,Growth,4999.0,2024-09-07,2025-04-27,2025-04-27,Switched to competitor,True,7,2025-04-05,15,Monthly
SUB_00009722,VP_C_00009107,Enterprise,12999.0,2025-03-09,2025-04-21,2025-04-21,Poor customer support,True,1,2025-04-08,25,Monthly
SUB_00009723,VP_C_00009108,Growth,4165.83,2023-06-05,,,,False,3,2023-09-03,0,Annual
SUB_00009724,VP_C_00009109,Enterprise,12999.0,2024-07-30,2025-05-10,2025-05-10,Poor customer support,True,9,2025-04-26,0,Monthly
SUB_00009725,VP_C_00009110,Enterprise,12999.0,2025-05-30,,,,False,11,2026-04-25,0,Monthly
SUB_00009726,VP_C_00009111,Growth,4999.0,2024-06-27,2026-03-08,2026-03-08,,True,20,2026-02-17,20,Monthly
SUB_00009727,VP_C_00009112,Growth,4999.0,2024-06-21,2024-12-03,2024-12-03,Settlement delays,True,5,2024-11-18,20,Monthly
SUB_00009728,VP_C_00009112,Starter,1999.0,2025-02-04,,,,False,4,2025-03-06,0,Monthly
SUB_00009729,VP_C_00009113,Starter,1665.83,2023-02-18,,,,False,4,2023-06-18,0,Annual
SUB_00009730,VP_C_00009114,Growth,4999.0,2025-03-30,,,,False,13,2026-04-24,25,Monthly
SUB_00009731,VP_C_00009115,Growth,4999.0,2024-06-29,2024-10-18,2024-10-18,Too expensive,True,3,2024-09-27,0,Monthly
SUB_00009732,VP_C_00009116,Growth,4999.0,2024-01-07,,,,False,28,2026-04-26,25,Monthly
SUB_00009733,VP_C_00009117,Growth,4999.0,2024-07-06,2025-12-26,2025-12-26,Settlement delays,True,17,2025-11-28,0,Monthly
SUB_00009734,VP_C_00009118,Growth,4999.0,2023-08-24,2024-03-02,2024-03-02,Poor customer support,True,6,2024-02-20,0,Monthly
SUB_00009735,VP_C_00009119,Growth,4999.0,2024-12-11,2025-01-05,2025-01-05,Better deal elsewhere,True,0,,25,Monthly
SUB_00009736,VP_C_00009120,Enterprise,12999.0,2025-08-27,,,,False,8,2026-04-24,15,Monthly
SUB_00009737,VP_C_00009121,Enterprise,10832.5,2024-06-27,2025-07-12,2025-07-12,Business closed,True,1,2024-07-27,0,Annual
SUB_00009738,VP_C_00009122,Growth,4999.0,2023-06-20,2023-08-13,2023-08-13,Integration issues,True,1,2023-07-20,0,Monthly
SUB_00009739,VP_C_00009123,Growth,4165.83,2024-01-19,,,,False,3,2024-04-18,5,Annual
SUB_00009740,VP_C_00009124,Growth,4999.0,2023-06-12,2023-07-25,2023-07-25,Product missing features,True,1,2023-07-12,20,Monthly
SUB_00009741,VP_C_00009125,Enterprise,12999.0,2023-04-13,2023-04-23,2023-04-23,Poor customer support,True,0,,25,Monthly
SUB_00009742,VP_C_00009126,Growth,4999.0,2024-11-27,,,,False,17,2026-04-21,5,Monthly
SUB_00009743,VP_C_00009127,Enterprise,12999.0,2023-06-19,2025-02-22,2025-02-22,Settlement delays,True,20,2025-02-08,5,Monthly
SUB_00009744,VP_C_00009128,Growth,4165.83,2024-10-12,,,,False,2,2024-12-11,25,Annual
SUB_00009745,VP_C_00009129,Growth,4999.0,2024-10-11,2026-03-31,2026-03-31,Switched to competitor,True,17,2026-03-05,20,Monthly
SUB_00009746,VP_C_00009130,Growth,4999.0,2025-05-29,2025-08-17,2025-08-17,Product missing features,True,2,2025-07-28,0,Monthly
SUB_00009747,VP_C_00009131,Starter,1665.83,2024-09-25,,,,False,2,2024-11-24,0,Annual
SUB_00009748,VP_C_00009132,Growth,4165.83,2023-08-20,2025-08-27,2025-08-27,,True,2,2023-10-19,5,Annual
SUB_00009749,VP_C_00009133,Growth,4165.83,2025-05-13,,,,False,1,2025-06-12,0,Annual
SUB_00009750,VP_C_00009134,Enterprise,12999.0,2025-08-10,,,,False,8,2026-04-07,10,Monthly
SUB_00009751,VP_C_00009135,Enterprise,10832.5,2025-02-08,,,,False,2,2025-04-09,0,Annual
SUB_00009752,VP_C_00009136,Growth,4999.0,2025-01-03,,,,False,16,2026-04-28,0,Monthly
SUB_00009753,VP_C_00009137,Starter,1665.83,2023-06-05,,,,False,3,2023-09-03,5,Annual
SUB_00009754,VP_C_00009138,Starter,1999.0,2024-07-07,2024-11-22,2024-11-22,Integration issues,True,4,2024-11-04,15,Monthly
SUB_00009755,VP_C_00009139,Starter,1999.0,2025-08-22,2025-09-08,2025-09-08,Integration issues,True,0,,15,Monthly
SUB_00009756,VP_C_00009139,Starter,1999.0,2025-12-02,,,,False,6,2026-01-01,10,Monthly
SUB_00009757,VP_C_00009140,Starter,1665.83,2025-09-05,,,,False,1,2025-10-05,0,Annual
SUB_00009758,VP_C_00009141,Starter,1665.83,2024-09-16,,,,False,2,2024-11-15,0,Annual
SUB_00009759,VP_C_00009142,Growth,4165.83,2024-03-10,,,,False,3,2024-06-08,15,Annual
SUB_00009760,VP_C_00009143,Growth,4165.83,2025-05-28,,,,False,1,2025-06-27,0,Annual
SUB_00009761,VP_C_00009144,Enterprise,10832.5,2023-07-27,,,,False,3,2023-10-25,25,Annual
SUB_00009762,VP_C_00009145,Growth,4999.0,2023-10-13,2024-02-27,2024-02-27,Better deal elsewhere,True,4,2024-02-10,10,Monthly
SUB_00009763,VP_C_00009146,Growth,4165.83,2023-02-20,,,,False,4,2023-06-20,5,Annual
SUB_00009764,VP_C_00009147,Enterprise,12999.0,2025-09-09,,,,False,7,2026-04-07,20,Monthly
SUB_00009765,VP_C_00009148,Starter,1665.83,2025-09-19,,,,False,1,2025-10-19,5,Annual
SUB_00009766,VP_C_00009149,Enterprise,10832.5,2025-08-29,,,,False,1,2025-09-28,15,Annual
SUB_00009767,VP_C_00009150,Growth,4999.0,2024-02-15,2024-05-25,2024-05-25,,True,3,2024-05-15,0,Monthly
SUB_00009768,VP_C_00009150,Growth,4165.83,2024-08-10,,,,False,3,2024-09-09,10,Annual
SUB_00009769,VP_C_00009151,Starter,1999.0,2023-10-31,2024-08-02,2024-08-02,Switched to competitor,True,9,2024-07-27,25,Monthly
SUB_00009770,VP_C_00009152,Starter,1999.0,2024-02-04,,,,False,27,2026-04-24,25,Monthly
SUB_00009771,VP_C_00009153,Starter,1665.83,2025-07-11,,,,False,1,2025-08-10,0,Annual
SUB_00009772,VP_C_00009154,Enterprise,12999.0,2024-06-18,2024-08-06,2024-08-06,Product missing features,True,1,2024-07-18,15,Monthly
SUB_00009773,VP_C_00009155,Enterprise,10832.5,2025-09-22,,,,False,1,2025-10-22,10,Annual
SUB_00009774,VP_C_00009156,Starter,1999.0,2024-03-07,2025-06-24,2025-06-24,Settlement delays,True,15,2025-05-31,25,Monthly
SUB_00009775,VP_C_00009157,Growth,4999.0,2025-07-04,,,,False,9,2026-03-31,0,Monthly
SUB_00009776,VP_C_00009158,Enterprise,12999.0,2024-05-02,2025-04-11,2025-04-11,,True,11,2025-03-28,25,Monthly
SUB_00009777,VP_C_00009158,Growth,4999.0,2025-05-24,,,,False,4,2025-06-23,15,Monthly
